,age,body_type,drinks,drugs,height,income,last_online,orientation,religion,status,where_town,sign_modifer,cpp,cpp_fluently,cpp_okay,cpp_poorly,lisp,lisp_fluently,lisp_okay,lisp_poorly,asian,black,hispanic_latin,indian,middle_eastern,native_american,other,pacific_islander,white,essay_length,Class,art,being,biotech,care,climbing,code,coding,company,computer,computers,dancing,data,developer,ender,engineer,engineering,eyes,family,feynman,firefly,fixing,friend,geek,geeky,girl,hair,heart,honest,im,internet,lab,laugh,law,listening,lol,love,math,matrix,mechanical,name,nerd,old,problems,programmer,programming,relationship,robots,school,science,scientist,silicon,smile,software,solve,solving,startup,stephenson,student,systems,teacher,tech,techie,technical,technology,therapist,true,web,websites,wine,writing,education_status,education_NA,mostly_vegan,diet_type,diet_opening,diet_NA,diet_other,has_dogs,other_pet,like_cats,pets_NA,no_sig,has_wants_kid,kids_NA,income_NA,income_cat,body_NA,religion_NA,smoke_NA,smoke_level,sign_mod_NA,height_cat,nerdish
691,29,1,not_at_all,never,76,20000,263,straight,3,1,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.698970004336019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0
692,50,0,rarely,never,64,20000,287,straight,0,1,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7041505168397997,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
693,23,0,often,drugs_missing,68,1000000,1,straight,3,1,san_francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8488047010517996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,2,1,1,0
694,44,1,socially,never,68,0,2,straight,0,1,san_francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.98452731334379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
695,30,1,often,never,62,0,2,straight,1,1,san_francisco,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.1405080430381807,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
696,23,1,rarely,never,68,0,10,straight,1,1,other,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.09131515969722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1
697,48,1,socially,drugs_missing,66,0,1,straight,2,1,san_francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.58058287681437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
698,32,1,socially,never,72,0,4,straight,2,1,other,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.9768083373380696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,2,2
699,40,1,socially,drugs_missing,67,0,1,straight,1,1,berkeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.25863728272408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
700,24,1,often,never,72,0,1,straight,0,1,san_francisco,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.9489017609702097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0
701,36,1,not_at_all,never,69,0,5,gay,0,1,san_francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6397852129868196,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
702,62,1,not_at_all,drugs_missing,64,0,38,straight,0,1,san_francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3864989655506497,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
703,47,1,rarely,never,70,0,0,straight,0,1,san_francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5809249756756203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2,0
704,24,1,not_at_all,never,66,0,21,straight,2,1,san_francisco,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5490032620257903,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,8
705,27,1,socially,never,65,0,14,gay,0,1,san_francisco,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.30513631894364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
706,34,1,socially,drugs_missing,68,0,6,straight,1,1,san_francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35256838617931,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
707,23,1,socially,never,67,0,0,straight,0,1,palo_alto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2771506139638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
708,34,1,desperately,never,73,150000,0,straight,3,0,san_francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3902283624691303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3
709,37,1,socially,never,71,0,6,straight,3,1,san_francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.44824241263444,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
710,29,1,often,sometimes,72,70000,68,straight,1,1,san_francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8388490907372599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0,0,1,2,0
711,24,1,socially,never,71,20000,5,straight,1,1,san_francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.64246452024212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
712,21,1,socially,sometimes,72,0,1,gay,1,1,san_francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9768083373380696,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,2,6
713,25,0,socially,never,60,0,1,straight,2,1,san_francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5465426634781303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
714,23,1,socially,drugs_missing,64,0,17,straight,1,1,san_francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74741180788642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
715,28,1,not_at_all,never,72,0,2,straight,2,1,san_francisco,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.8654593226619602,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,6
716,50,1,socially,drugs_missing,71,0,2,straight,2,1,oakland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.3248994970523102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0
717,26,1,not_at_all,never,73,30000,3,straight,0,1,other,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3.48273070007994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
718,26,1,socially,never,68,0,0,straight,2,1,san_francisco,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.37456506072277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2
719,32,1,often,never,67,0,1,straight,2,1,palo_alto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.32035403281767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
720,28,0,socially,never,68,40000,2,straight,2,1,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.64972418592952,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1
721,26,1,socially,never,67,1000000,1,straight,3,1,san_francisco,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3.7032913781186605,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,1,4
722,28,1,often,sometimes,68,0,1,straight,0,1,san_francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4566696294237595,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1
723,24,1,often,never,73,100000,4,straight,1,1,san_francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.26007138798507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,1,2,0
724,41,1,socially,sometimes,67,50000,1,straight,2,1,oakland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4625477288026603,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,3
725,27,0,socially,never,64,0,0,straight,1,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.25188145455253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
726,30,1,socially,never,74,40000,22,straight,0,1,oakland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.25695815256093,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,1
727,54,1,rarely,never,74,0,1,straight,0,1,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2422929049829303,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0
728,38,1,socially,drugs_missing,74,0,6,bisexual,2,0,san_mateo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6170003411209,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1
729,25,1,socially,never,64,0,6,straight,0,1,san_francisco,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.96848294855394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
730,42,0,socially,never,67,0,2,straight,1,1,san_mateo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.77742682238931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1
731,23,1,socially,drugs_missing,71,0,4,straight,2,1,san_francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4214393902200495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0
732,34,1,socially,sometimes,66,0,21,gay,0,1,san_francisco,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5987905067631205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
733,26,1,socially,never,72,0,3,straight,1,1,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30102999566398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,2,0
734,41,0,socially,never,64,0,3,straight,1,1,oakland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24993175663419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,1,0,0
735,28,1,drinks_missing,never,70,0,349,straight,1,1,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8597385661971497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2,0
736,36,1,often,never,61,0,0,straight,2,0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.2610248339924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
737,24,1,socially,never,68,0,3,straight,1,1,berkeley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.18920948958231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1
738,58,1,socially,never,69,0,77,straight,1,1,san_francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8668778143374998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0
739,44,1,socially,drugs_missing,69,0,83,straight,2,1,san_francisco,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3.6010817277840204,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0
740,37,1,socially,drugs_missing,74,0,2,gay,0,1,san_francisco,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.63022441075243,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,3
741,33,1,socially,sometimes,72,80000,1,straight,2,1,san_francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0692980121155298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,1,0,2,0
